ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET006994,CUST084932,Loan Application Rejected,2024-06-19,10
TICKET006995,CUST095508,Account Locked,2024-08-23,8
TICKET006996,CUST005308,Poor Customer Service,2024-08-29,9
TICKET006997,CUST092119,ATM Withdrawal Failed,2025-03-25,2
TICKET006998,CUST041562,Card Not Working,2024-07-18,3
TICKET006999,CUST087101,Unauthorized Transaction,2024-06-29,3
TICKET007000,CUST046471,Loan Application Rejected,2024-12-13,3
TICKET007001,CUST046136,Unauthorized Transaction,2024-12-04,6
TICKET007002,CUST021426,ATM Withdrawal Failed,2025-02-02,8
TICKET007003,CUST011414,Card Not Working,2024-06-18,0
TICKET007004,CUST031124,Mobile App Issues,2025-02-04,4
TICKET007005,CUST021893,Card Not Working,2024-09-12,2
TICKET007006,CUST077499,KYC Verification Delay,2024-10-23,2
TICKET007007,CUST093379,Account Locked,2024-06-26,1
TICKET007008,CUST079373,Delayed Refund,2024-04-29,4
TICKET007009,CUST039855,ATM Withdrawal Failed,2024-09-13,4
TICKET007010,CUST020317,Card Not Working,2024-06-07,5
TICKET007011,CUST011663,ATM Withdrawal Failed,2024-06-02,1
TICKET007012,CUST009157,Mobile App Issues,2024-06-23,8
TICKET007013,CUST082894,Loan Application Rejected,2024-05-25,3
TICKET007014,CUST091199,Mobile App Issues,2024-04-26,1
TICKET007015,CUST026496,Incorrect Charges,2024-09-08,5
TICKET007016,CUST027965,Unauthorized Transaction,2024-06-01,0
TICKET007017,CUST033659,Card Not Working,2025-01-16,0
TICKET007018,CUST008878,Unauthorized Transaction,2024-10-06,2
TICKET007019,CUST052740,Loan Application Rejected,2024-12-25,5
TICKET007020,CUST067838,Poor Customer Service,2024-06-30,10
TICKET007021,CUST043042,Loan Application Rejected,2025-03-14,9
TICKET007022,CUST014165,ATM Withdrawal Failed,2025-03-15,10
TICKET007023,CUST042876,ATM Withdrawal Failed,2024-06-28,0
TICKET007024,CUST047247,Unauthorized Transaction,2024-04-27,0
TICKET007025,CUST047114,KYC Verification Delay,2024-08-14,4
TICKET007026,CUST074004,ATM Withdrawal Failed,2024-10-12,5
TICKET007027,CUST043317,Account Locked,2024-05-12,1
TICKET007028,CUST076771,Mobile App Issues,2025-04-08,4
TICKET007029,CUST006223,ATM Withdrawal Failed,2025-03-31,4
TICKET007030,CUST099022,Card Not Working,2024-12-15,5
TICKET007031,CUST040585,Delayed Refund,2024-05-24,2
TICKET007032,CUST064037,Card Not Working,2024-09-04,4
TICKET007033,CUST064072,KYC Verification Delay,2024-04-24,3
TICKET007034,CUST022450,KYC Verification Delay,2024-10-22,3
TICKET007035,CUST007833,Delayed Refund,2024-10-02,5
TICKET007036,CUST035560,Delayed Refund,2024-05-29,5
TICKET007037,CUST026580,Card Not Working,2024-11-07,0
TICKET007038,CUST084108,Delayed Refund,2024-05-28,1
TICKET007039,CUST001803,KYC Verification Delay,2024-06-19,6
TICKET007040,CUST065099,Delayed Refund,2024-12-27,2
TICKET007041,CUST092554,ATM Withdrawal Failed,2024-12-27,10
TICKET007042,CUST004639,ATM Withdrawal Failed,2024-04-30,8
TICKET007043,CUST088555,Mobile App Issues,2024-10-09,7
TICKET007044,CUST071444,Delayed Refund,2024-11-07,6
TICKET007045,CUST036585,ATM Withdrawal Failed,2024-12-12,1
TICKET007046,CUST050494,Incorrect Charges,2025-04-23,9
TICKET007047,CUST016232,Account Locked,2025-03-05,1
TICKET007048,CUST063829,Loan Application Rejected,2024-05-28,5
TICKET007049,CUST075768,Incorrect Charges,2024-06-04,4
TICKET007050,CUST004685,Incorrect Charges,2024-10-31,7
TICKET007051,CUST023605,Account Locked,2024-05-27,2
TICKET007052,CUST049196,Loan Application Rejected,2024-08-19,7
TICKET007053,CUST032170,Unauthorized Transaction,2024-07-01,10
TICKET007054,CUST071707,ATM Withdrawal Failed,2025-02-02,6
TICKET007055,CUST052981,Mobile App Issues,2024-06-26,6
TICKET007056,CUST081351,Loan Application Rejected,2024-11-10,10
TICKET007057,CUST014820,KYC Verification Delay,2024-10-14,1
TICKET007058,CUST015338,Incorrect Charges,2025-03-07,8
TICKET007059,CUST093508,Poor Customer Service,2025-04-22,9
TICKET007060,CUST024224,Delayed Refund,2024-05-12,7
TICKET007061,CUST081911,Poor Customer Service,2025-03-11,2
TICKET007062,CUST067353,Incorrect Charges,2024-07-03,1
TICKET007063,CUST070038,Delayed Refund,2024-10-01,10
TICKET007064,CUST023850,Delayed Refund,2024-08-29,8
TICKET007065,CUST047930,Account Locked,2025-03-19,5
TICKET007066,CUST098003,Card Not Working,2024-09-02,7
TICKET007067,CUST074092,Card Not Working,2024-11-30,8
TICKET007068,CUST069420,Incorrect Charges,2024-11-13,0
TICKET007069,CUST014353,Poor Customer Service,2024-12-29,10
TICKET007070,CUST070046,Poor Customer Service,2024-11-12,3
TICKET007071,CUST083480,Delayed Refund,2025-04-10,5
TICKET007072,CUST058476,Poor Customer Service,2024-08-21,6
TICKET007073,CUST062912,Card Not Working,2024-08-09,3
TICKET007074,CUST081947,Mobile App Issues,2024-11-25,9
TICKET007075,CUST073600,ATM Withdrawal Failed,2024-11-27,10
TICKET007076,CUST030499,Poor Customer Service,2024-12-01,8
TICKET007077,CUST070869,Mobile App Issues,2024-07-10,8
TICKET007078,CUST007411,Card Not Working,2024-09-05,6
TICKET007079,CUST077940,Incorrect Charges,2024-06-24,9
TICKET007080,CUST017575,Delayed Refund,2024-10-09,4
TICKET007081,CUST037812,Poor Customer Service,2024-07-31,8
TICKET007082,CUST040954,Delayed Refund,2024-09-04,10
TICKET007083,CUST056083,Unauthorized Transaction,2024-05-07,4
TICKET007084,CUST083539,Mobile App Issues,2025-04-23,2
TICKET007085,CUST006132,Poor Customer Service,2024-11-21,5
TICKET007086,CUST085582,KYC Verification Delay,2024-09-19,4
TICKET007087,CUST026094,Incorrect Charges,2024-06-16,6
TICKET007088,CUST012684,Card Not Working,2024-06-01,10
TICKET007089,CUST020969,Incorrect Charges,2025-01-29,2
TICKET007090,CUST001558,KYC Verification Delay,2024-07-23,2
TICKET007091,CUST052791,KYC Verification Delay,2024-07-05,3
TICKET007092,CUST086450,Delayed Refund,2025-04-20,7
TICKET007093,CUST049263,Incorrect Charges,2025-03-01,0
TICKET007094,CUST006910,KYC Verification Delay,2025-03-22,3
TICKET007095,CUST062023,Delayed Refund,2024-12-10,3
TICKET007096,CUST012817,Unauthorized Transaction,2024-05-02,6
TICKET007097,CUST064509,Unauthorized Transaction,2024-06-13,2
TICKET007098,CUST032451,Card Not Working,2025-04-19,4
TICKET007099,CUST085101,ATM Withdrawal Failed,2024-06-18,7
TICKET007100,CUST046418,Card Not Working,2024-06-18,4
TICKET007101,CUST089451,Poor Customer Service,2024-04-30,6
TICKET007102,CUST076553,Incorrect Charges,2024-07-22,1
TICKET007103,CUST044350,KYC Verification Delay,2024-07-19,2
TICKET007104,CUST086165,Account Locked,2025-01-12,5
TICKET007105,CUST024851,ATM Withdrawal Failed,2024-09-13,4
TICKET007106,CUST011060,Account Locked,2024-10-11,2
TICKET007107,CUST051655,Mobile App Issues,2024-11-02,0
TICKET007108,CUST044582,Mobile App Issues,2025-03-27,3
TICKET007109,CUST036447,Account Locked,2025-03-13,9
TICKET007110,CUST053104,Delayed Refund,2024-09-30,6
TICKET007111,CUST005959,Card Not Working,2024-06-09,3
TICKET007112,CUST014200,Account Locked,2024-10-12,9
TICKET007113,CUST037522,Unauthorized Transaction,2024-06-25,5
TICKET007114,CUST030804,ATM Withdrawal Failed,2024-10-20,8
TICKET007115,CUST094905,Loan Application Rejected,2025-01-18,3
TICKET007116,CUST070436,KYC Verification Delay,2024-05-03,1
TICKET007117,CUST046281,Unauthorized Transaction,2024-07-05,5
TICKET007118,CUST013159,Account Locked,2024-09-22,6
TICKET007119,CUST040548,Incorrect Charges,2025-02-17,8
TICKET007120,CUST056364,Delayed Refund,2024-09-05,10
TICKET007121,CUST059836,Loan Application Rejected,2025-01-18,10
TICKET007122,CUST007974,Loan Application Rejected,2024-08-23,8
TICKET007123,CUST061745,Poor Customer Service,2024-09-24,1
TICKET007124,CUST097173,Card Not Working,2024-12-11,10
TICKET007125,CUST079254,Poor Customer Service,2025-03-11,8
TICKET007126,CUST023393,Mobile App Issues,2024-10-29,0
TICKET007127,CUST096292,Card Not Working,2025-04-02,8
TICKET007128,CUST059489,Loan Application Rejected,2024-08-21,7
TICKET007129,CUST061251,Poor Customer Service,2024-07-20,4
TICKET007130,CUST031344,Mobile App Issues,2024-10-11,10
TICKET007131,CUST041482,Incorrect Charges,2024-07-31,10
TICKET007132,CUST001385,Card Not Working,2024-12-08,9
TICKET007133,CUST087220,Poor Customer Service,2024-12-06,1
TICKET007134,CUST037418,Account Locked,2024-08-07,8
TICKET007135,CUST087810,Incorrect Charges,2025-04-11,3
TICKET007136,CUST036709,Poor Customer Service,2024-05-16,4
TICKET007137,CUST075764,Loan Application Rejected,2024-09-26,10
TICKET007138,CUST001206,Delayed Refund,2024-06-02,9
TICKET007139,CUST019438,Account Locked,2024-08-02,6
TICKET007140,CUST090621,Card Not Working,2024-05-22,2
TICKET007141,CUST056124,Loan Application Rejected,2025-03-21,7
TICKET007142,CUST051551,Account Locked,2025-01-03,4
TICKET007143,CUST091611,Poor Customer Service,2024-07-05,6
TICKET007144,CUST084531,Unauthorized Transaction,2024-11-02,6
TICKET007145,CUST000231,Poor Customer Service,2025-03-13,8
TICKET007146,CUST054043,Unauthorized Transaction,2025-03-04,3
TICKET007147,CUST074377,Account Locked,2024-10-29,7
TICKET007148,CUST092962,Loan Application Rejected,2024-06-26,0
TICKET007149,CUST030509,Loan Application Rejected,2024-07-18,3
TICKET007150,CUST055593,KYC Verification Delay,2025-02-14,7
TICKET007151,CUST061238,Mobile App Issues,2025-01-19,5
TICKET007152,CUST003463,Card Not Working,2024-08-18,4
TICKET007153,CUST080261,Account Locked,2025-02-03,0
TICKET007154,CUST089756,Mobile App Issues,2025-03-05,10
TICKET007155,CUST042910,Mobile App Issues,2024-10-27,2
TICKET007156,CUST005429,Incorrect Charges,2025-03-25,0
TICKET007157,CUST029255,Loan Application Rejected,2024-09-20,9
TICKET007158,CUST014675,Delayed Refund,2025-04-10,9
TICKET007159,CUST018811,Unauthorized Transaction,2024-08-05,5
TICKET007160,CUST054237,Card Not Working,2024-06-30,0
TICKET007161,CUST082432,Card Not Working,2024-08-23,4
TICKET007162,CUST029963,Poor Customer Service,2024-05-05,8
TICKET007163,CUST012027,KYC Verification Delay,2024-06-27,6
TICKET007164,CUST047575,Incorrect Charges,2025-03-21,1
TICKET007165,CUST079413,ATM Withdrawal Failed,2024-12-06,4
TICKET007166,CUST008066,Unauthorized Transaction,2024-12-28,5
TICKET007167,CUST016992,Delayed Refund,2025-03-09,8
TICKET007168,CUST019549,KYC Verification Delay,2025-02-10,7
TICKET007169,CUST092392,Account Locked,2024-11-12,5
TICKET007170,CUST008433,Unauthorized Transaction,2025-02-25,9
TICKET007171,CUST085217,Delayed Refund,2024-09-13,2
TICKET007172,CUST051589,Loan Application Rejected,2024-09-29,8
TICKET007173,CUST007776,Loan Application Rejected,2024-06-17,1
TICKET007174,CUST011101,Account Locked,2024-08-17,2
TICKET007175,CUST050881,Poor Customer Service,2024-07-31,5
TICKET007176,CUST012887,Incorrect Charges,2024-06-20,0
TICKET007177,CUST087395,ATM Withdrawal Failed,2025-03-19,9
TICKET007178,CUST002484,Incorrect Charges,2024-10-05,5
TICKET007179,CUST074274,Incorrect Charges,2025-01-18,3
TICKET007180,CUST012378,Loan Application Rejected,2025-01-28,4
TICKET007181,CUST029420,Account Locked,2024-08-01,9
TICKET007182,CUST046073,Incorrect Charges,2024-11-27,7
TICKET007183,CUST012624,ATM Withdrawal Failed,2024-11-23,6
TICKET007184,CUST062353,Account Locked,2025-01-04,7
TICKET007185,CUST048709,Mobile App Issues,2024-08-20,1
TICKET007186,CUST088090,Unauthorized Transaction,2024-09-30,8
TICKET007187,CUST076554,Incorrect Charges,2025-02-28,10
TICKET007188,CUST044794,Incorrect Charges,2024-05-03,6
TICKET007189,CUST009894,Account Locked,2024-06-18,1
TICKET007190,CUST004860,Loan Application Rejected,2024-09-26,3
TICKET007191,CUST083308,Account Locked,2024-09-13,8
TICKET007192,CUST062038,Unauthorized Transaction,2024-11-15,10
TICKET007193,CUST062343,Incorrect Charges,2024-12-16,7
TICKET007194,CUST014085,Poor Customer Service,2024-12-30,9
TICKET007195,CUST075461,Delayed Refund,2024-12-22,5
TICKET007196,CUST041623,Incorrect Charges,2025-04-17,3
TICKET007197,CUST048548,Delayed Refund,2024-06-07,7
TICKET007198,CUST096060,Delayed Refund,2024-08-23,8
TICKET007199,CUST058962,ATM Withdrawal Failed,2024-07-01,7
TICKET007200,CUST026808,Mobile App Issues,2025-01-17,5
TICKET007201,CUST087247,Loan Application Rejected,2024-06-18,3
TICKET007202,CUST085945,Incorrect Charges,2024-07-19,3
TICKET007203,CUST000984,Account Locked,2024-12-03,5
TICKET007204,CUST039556,ATM Withdrawal Failed,2024-10-28,6
TICKET007205,CUST048592,ATM Withdrawal Failed,2024-12-02,4
TICKET007206,CUST025967,Delayed Refund,2024-06-10,6
TICKET007207,CUST006173,Poor Customer Service,2025-02-08,1
TICKET007208,CUST056524,Account Locked,2025-02-10,5
TICKET007209,CUST045375,Account Locked,2024-10-10,0
TICKET007210,CUST073201,Card Not Working,2024-07-24,0
TICKET007211,CUST098781,Mobile App Issues,2024-04-28,8
TICKET007212,CUST064884,ATM Withdrawal Failed,2024-05-10,3
TICKET007213,CUST002718,KYC Verification Delay,2025-01-17,4
TICKET007214,CUST041328,Unauthorized Transaction,2024-12-19,8
TICKET007215,CUST051733,Delayed Refund,2025-04-23,0
TICKET007216,CUST057501,Card Not Working,2024-12-27,0
TICKET007217,CUST096077,Incorrect Charges,2025-03-23,10
TICKET007218,CUST014895,Delayed Refund,2024-08-02,3
TICKET007219,CUST008823,Delayed Refund,2024-12-30,2
TICKET007220,CUST013563,Incorrect Charges,2024-09-26,10
TICKET007221,CUST087506,Mobile App Issues,2024-12-04,7
TICKET007222,CUST073530,Incorrect Charges,2024-11-14,1
TICKET007223,CUST044084,Account Locked,2024-06-28,0
TICKET007224,CUST076302,Poor Customer Service,2024-05-09,1
TICKET007225,CUST015584,ATM Withdrawal Failed,2024-06-19,6
TICKET007226,CUST030550,Poor Customer Service,2024-08-09,7
TICKET007227,CUST049418,Account Locked,2024-11-17,0
TICKET007228,CUST009695,ATM Withdrawal Failed,2024-11-04,2
TICKET007229,CUST070240,KYC Verification Delay,2025-02-23,5
TICKET007230,CUST065614,KYC Verification Delay,2024-11-02,3
TICKET007231,CUST055443,Card Not Working,2024-06-24,10
TICKET007232,CUST071764,Unauthorized Transaction,2024-09-17,6
TICKET007233,CUST051663,Loan Application Rejected,2025-01-25,1
TICKET007234,CUST020022,Incorrect Charges,2024-05-18,0
TICKET007235,CUST005614,Card Not Working,2024-11-12,5
TICKET007236,CUST058759,ATM Withdrawal Failed,2025-04-23,2
TICKET007237,CUST090500,Account Locked,2024-09-20,10
TICKET007238,CUST002873,Poor Customer Service,2024-06-02,0
TICKET007239,CUST085672,Unauthorized Transaction,2024-05-13,6
TICKET007240,CUST095361,Poor Customer Service,2024-05-07,6
TICKET007241,CUST092894,KYC Verification Delay,2025-01-29,1
TICKET007242,CUST082398,Mobile App Issues,2025-02-21,1
TICKET007243,CUST097129,Card Not Working,2024-11-16,6
TICKET007244,CUST079599,Account Locked,2024-04-29,10
TICKET007245,CUST093532,Loan Application Rejected,2024-11-11,0
TICKET007246,CUST084601,Card Not Working,2024-12-14,8
TICKET007247,CUST049528,Loan Application Rejected,2024-05-02,7
TICKET007248,CUST000245,Delayed Refund,2025-02-22,5
TICKET007249,CUST077514,Mobile App Issues,2024-08-21,2
TICKET007250,CUST091581,KYC Verification Delay,2024-08-23,9
TICKET007251,CUST040928,Incorrect Charges,2024-09-11,9
TICKET007252,CUST085832,Delayed Refund,2024-07-02,8
TICKET007253,CUST024515,Poor Customer Service,2024-07-06,6
TICKET007254,CUST017751,Delayed Refund,2024-06-20,0
TICKET007255,CUST074709,Account Locked,2025-02-19,10
TICKET007256,CUST088622,Mobile App Issues,2025-01-14,9
TICKET007257,CUST030529,Account Locked,2025-02-14,1
TICKET007258,CUST021870,Poor Customer Service,2024-11-03,4
TICKET007259,CUST036013,Delayed Refund,2024-10-05,1
TICKET007260,CUST016793,Account Locked,2025-03-08,10
TICKET007261,CUST024151,Incorrect Charges,2024-07-07,4
TICKET007262,CUST017834,Unauthorized Transaction,2024-05-15,7
TICKET007263,CUST003347,Loan Application Rejected,2025-02-19,6
TICKET007264,CUST067568,Card Not Working,2024-08-09,4
TICKET007265,CUST032007,Incorrect Charges,2024-12-06,1
TICKET007266,CUST036362,Delayed Refund,2025-03-16,2
TICKET007267,CUST024522,Loan Application Rejected,2024-08-01,0
TICKET007268,CUST025680,KYC Verification Delay,2024-08-03,7
TICKET007269,CUST052317,ATM Withdrawal Failed,2024-09-20,5
TICKET007270,CUST010278,ATM Withdrawal Failed,2024-09-29,5
TICKET007271,CUST015900,Card Not Working,2025-02-09,9
TICKET007272,CUST088845,Unauthorized Transaction,2025-01-24,10
TICKET007273,CUST079572,Delayed Refund,2025-01-19,6
TICKET007274,CUST040872,ATM Withdrawal Failed,2024-11-23,0
TICKET007275,CUST087496,Poor Customer Service,2024-09-27,2
TICKET007276,CUST022940,Loan Application Rejected,2025-03-06,5
TICKET007277,CUST050964,Incorrect Charges,2025-02-10,4
TICKET007278,CUST003837,Loan Application Rejected,2024-09-07,8
TICKET007279,CUST008656,Card Not Working,2024-04-27,7
TICKET007280,CUST042748,Delayed Refund,2025-02-18,3
TICKET007281,CUST001299,Mobile App Issues,2025-01-03,6
TICKET007282,CUST073622,Poor Customer Service,2025-02-12,7
TICKET007283,CUST061567,ATM Withdrawal Failed,2024-08-20,4
TICKET007284,CUST048392,ATM Withdrawal Failed,2024-07-28,1
TICKET007285,CUST099435,Mobile App Issues,2024-04-27,2
TICKET007286,CUST020832,Incorrect Charges,2024-11-25,6
TICKET007287,CUST093592,Mobile App Issues,2024-12-22,6
TICKET007288,CUST083173,ATM Withdrawal Failed,2025-01-09,0
TICKET007289,CUST022405,ATM Withdrawal Failed,2025-01-16,8
TICKET007290,CUST091993,KYC Verification Delay,2024-07-08,9
TICKET007291,CUST032924,Incorrect Charges,2025-04-21,6
TICKET007292,CUST040523,Unauthorized Transaction,2024-09-22,4
TICKET007293,CUST003383,Poor Customer Service,2024-05-24,8
TICKET007294,CUST040129,Mobile App Issues,2024-11-09,4
TICKET007295,CUST065920,Account Locked,2025-02-15,1
TICKET007296,CUST061104,ATM Withdrawal Failed,2024-12-28,4
TICKET007297,CUST060593,Delayed Refund,2024-10-27,7
TICKET007298,CUST041826,ATM Withdrawal Failed,2024-09-14,2
TICKET007299,CUST009852,Incorrect Charges,2024-05-13,5
TICKET007300,CUST064963,Delayed Refund,2024-11-11,10
TICKET007301,CUST014296,Mobile App Issues,2025-02-04,9
TICKET007302,CUST012416,Delayed Refund,2024-11-22,5
TICKET007303,CUST025947,Card Not Working,2024-09-15,6
TICKET007304,CUST013456,Mobile App Issues,2024-10-09,5
TICKET007305,CUST010313,Loan Application Rejected,2024-12-25,0
TICKET007306,CUST057777,Account Locked,2024-08-24,1
TICKET007307,CUST016452,Mobile App Issues,2024-09-02,8
TICKET007308,CUST032166,Poor Customer Service,2024-12-02,1
TICKET007309,CUST092275,Incorrect Charges,2025-03-05,2
TICKET007310,CUST059974,ATM Withdrawal Failed,2024-08-05,4
TICKET007311,CUST046624,Account Locked,2024-08-11,3
TICKET007312,CUST046567,Loan Application Rejected,2024-07-28,1
TICKET007313,CUST000288,Account Locked,2024-08-03,1
TICKET007314,CUST057972,Incorrect Charges,2024-11-09,5
TICKET007315,CUST046914,Unauthorized Transaction,2025-01-09,10
TICKET007316,CUST076597,Incorrect Charges,2024-06-28,1
TICKET007317,CUST063628,KYC Verification Delay,2025-04-11,2
TICKET007318,CUST072504,Mobile App Issues,2024-09-11,3
TICKET007319,CUST051547,ATM Withdrawal Failed,2025-02-22,9
TICKET007320,CUST009230,Incorrect Charges,2024-08-20,7
TICKET007321,CUST051248,Card Not Working,2025-04-10,0
TICKET007322,CUST061629,Loan Application Rejected,2025-03-17,2
TICKET007323,CUST073667,Poor Customer Service,2025-01-06,5
TICKET007324,CUST017304,Account Locked,2024-12-27,5
TICKET007325,CUST059920,KYC Verification Delay,2024-10-26,9
TICKET007326,CUST057307,Account Locked,2024-06-16,9
TICKET007327,CUST094572,KYC Verification Delay,2024-12-09,6
TICKET007328,CUST066159,Poor Customer Service,2024-10-21,9
TICKET007329,CUST026345,Loan Application Rejected,2024-10-23,6
TICKET007330,CUST091610,Mobile App Issues,2024-06-06,8
TICKET007331,CUST081725,Card Not Working,2024-07-22,6
TICKET007332,CUST041752,Mobile App Issues,2024-09-16,3
TICKET007333,CUST069177,Incorrect Charges,2024-04-24,3
TICKET007334,CUST059278,Card Not Working,2024-09-16,1
TICKET007335,CUST065413,KYC Verification Delay,2025-03-02,9
TICKET007336,CUST019183,Card Not Working,2024-11-04,0
TICKET007337,CUST078258,Unauthorized Transaction,2025-03-15,4
TICKET007338,CUST040162,Unauthorized Transaction,2024-04-25,1
TICKET007339,CUST007350,Delayed Refund,2024-08-31,6
TICKET007340,CUST070459,Loan Application Rejected,2024-11-12,7
TICKET007341,CUST018416,Unauthorized Transaction,2025-03-13,9
TICKET007342,CUST033554,ATM Withdrawal Failed,2024-12-19,9
TICKET007343,CUST024860,Unauthorized Transaction,2024-12-09,5
TICKET007344,CUST042349,Card Not Working,2024-12-13,4
TICKET007345,CUST028660,Loan Application Rejected,2024-09-04,0
TICKET007346,CUST055339,Mobile App Issues,2024-07-13,1
TICKET007347,CUST099840,Card Not Working,2024-11-21,9
TICKET007348,CUST094915,Mobile App Issues,2025-02-18,5
TICKET007349,CUST079883,Mobile App Issues,2024-11-04,3
TICKET007350,CUST083092,Card Not Working,2024-12-03,9
TICKET007351,CUST069793,Unauthorized Transaction,2024-06-12,4
TICKET007352,CUST077221,KYC Verification Delay,2024-11-20,0
TICKET007353,CUST044246,Poor Customer Service,2024-10-27,2
TICKET007354,CUST020314,Mobile App Issues,2024-09-17,8
TICKET007355,CUST081101,ATM Withdrawal Failed,2024-09-09,1
TICKET007356,CUST018588,KYC Verification Delay,2025-03-03,5
TICKET007357,CUST059552,KYC Verification Delay,2025-03-19,1
TICKET007358,CUST085045,Delayed Refund,2025-03-18,1
TICKET007359,CUST093288,Poor Customer Service,2024-12-25,1
TICKET007360,CUST010800,KYC Verification Delay,2024-10-20,9
TICKET007361,CUST059664,ATM Withdrawal Failed,2024-10-27,8
TICKET007362,CUST052278,Mobile App Issues,2024-10-10,9
TICKET007363,CUST075974,Account Locked,2025-01-28,1
TICKET007364,CUST055059,Poor Customer Service,2024-11-25,2
TICKET007365,CUST038467,Account Locked,2024-09-26,7
TICKET007366,CUST082796,Account Locked,2025-02-04,10
TICKET007367,CUST000180,Poor Customer Service,2024-12-14,10
TICKET007368,CUST073427,Unauthorized Transaction,2024-07-07,0
TICKET007369,CUST084833,Card Not Working,2025-03-17,3
TICKET007370,CUST015177,KYC Verification Delay,2024-12-02,9
TICKET007371,CUST024784,Account Locked,2025-02-24,0
TICKET007372,CUST084509,Delayed Refund,2024-05-29,9
TICKET007373,CUST092248,Card Not Working,2024-12-09,0
TICKET007374,CUST040300,Unauthorized Transaction,2024-05-03,8
TICKET007375,CUST071289,Mobile App Issues,2025-04-16,9
TICKET007376,CUST052316,ATM Withdrawal Failed,2024-08-27,0
TICKET007377,CUST006681,ATM Withdrawal Failed,2024-06-29,3
TICKET007378,CUST035553,Poor Customer Service,2025-03-03,2
TICKET007379,CUST099577,Poor Customer Service,2024-09-01,0
TICKET007380,CUST083523,Mobile App Issues,2024-12-17,9
TICKET007381,CUST093924,KYC Verification Delay,2024-05-24,10
TICKET007382,CUST058993,Loan Application Rejected,2024-11-14,9
TICKET007383,CUST003247,Loan Application Rejected,2024-08-28,4
TICKET007384,CUST030770,Delayed Refund,2024-12-21,5
TICKET007385,CUST028937,KYC Verification Delay,2024-10-01,2
TICKET007386,CUST011135,Unauthorized Transaction,2024-08-26,6
TICKET007387,CUST000395,Unauthorized Transaction,2025-04-20,9
TICKET007388,CUST031143,Card Not Working,2024-06-22,1
TICKET007389,CUST036565,Delayed Refund,2025-02-20,1
TICKET007390,CUST002791,Poor Customer Service,2025-01-04,2
TICKET007391,CUST017443,Incorrect Charges,2024-08-30,5
TICKET007392,CUST036838,ATM Withdrawal Failed,2024-11-07,2
TICKET007393,CUST095855,Poor Customer Service,2025-03-15,3
TICKET007394,CUST029100,Poor Customer Service,2025-03-01,0
TICKET007395,CUST073889,Mobile App Issues,2024-09-10,5
TICKET007396,CUST012916,Poor Customer Service,2024-11-18,10
TICKET007397,CUST007596,Incorrect Charges,2024-07-02,7
TICKET007398,CUST066681,ATM Withdrawal Failed,2025-04-10,2
TICKET007399,CUST011467,Mobile App Issues,2024-12-22,8
TICKET007400,CUST064475,Delayed Refund,2024-05-01,7
TICKET007401,CUST012252,Incorrect Charges,2025-02-19,1
TICKET007402,CUST063177,Poor Customer Service,2025-04-08,8
TICKET007403,CUST050144,Account Locked,2025-02-28,3
TICKET007404,CUST018731,ATM Withdrawal Failed,2024-10-28,3
TICKET007405,CUST039734,Card Not Working,2024-06-11,9
TICKET007406,CUST011391,Incorrect Charges,2025-02-15,4
TICKET007407,CUST054881,Account Locked,2024-07-05,1
TICKET007408,CUST049494,Unauthorized Transaction,2024-11-03,0
TICKET007409,CUST071839,Loan Application Rejected,2024-10-11,2
TICKET007410,CUST006187,Incorrect Charges,2024-10-02,9
TICKET007411,CUST082301,Loan Application Rejected,2024-05-30,2
TICKET007412,CUST090659,KYC Verification Delay,2024-11-10,2
TICKET007413,CUST089922,Loan Application Rejected,2024-08-14,5
TICKET007414,CUST023877,Mobile App Issues,2025-01-30,0
TICKET007415,CUST064273,Delayed Refund,2024-05-05,7
TICKET007416,CUST084759,KYC Verification Delay,2024-09-23,4
TICKET007417,CUST021904,Loan Application Rejected,2025-01-16,2
TICKET007418,CUST018913,Loan Application Rejected,2024-08-03,7
TICKET007419,CUST020851,Unauthorized Transaction,2024-11-23,2
TICKET007420,CUST030765,Card Not Working,2024-11-27,2
TICKET007421,CUST029444,Mobile App Issues,2024-11-01,9
TICKET007422,CUST024288,KYC Verification Delay,2024-07-22,8
TICKET007423,CUST053244,Mobile App Issues,2025-02-26,3
TICKET007424,CUST033347,Delayed Refund,2024-11-15,1
TICKET007425,CUST054221,Poor Customer Service,2024-07-24,6
TICKET007426,CUST095820,Unauthorized Transaction,2024-12-05,2
TICKET007427,CUST074938,Delayed Refund,2024-12-04,1
TICKET007428,CUST012332,ATM Withdrawal Failed,2024-06-12,8
TICKET007429,CUST078706,Poor Customer Service,2024-07-27,8
TICKET007430,CUST024855,Incorrect Charges,2024-05-26,9
TICKET007431,CUST050709,Poor Customer Service,2024-12-09,6
TICKET007432,CUST089229,Account Locked,2024-08-28,10
TICKET007433,CUST003564,ATM Withdrawal Failed,2024-11-02,0
TICKET007434,CUST051390,KYC Verification Delay,2025-03-23,0
TICKET007435,CUST008543,Poor Customer Service,2025-01-10,7
TICKET007436,CUST077142,ATM Withdrawal Failed,2024-10-13,5
TICKET007437,CUST053310,Unauthorized Transaction,2024-11-16,5
TICKET007438,CUST037347,ATM Withdrawal Failed,2025-02-22,4
TICKET007439,CUST072724,Incorrect Charges,2025-01-01,8
TICKET007440,CUST006197,Card Not Working,2025-02-27,7
TICKET007441,CUST062775,Mobile App Issues,2025-03-04,5
