customer_id,loan_type,amount_utilized,utilization_date,loan_reason,age,total_cost
CUST042555,Top-Up Loan,220000,2024-08-05,G umsjb jgic rm gldmpk wms rfyr rfc npmhcar bcjgtcpyzjcq ypc qszkgrrcb zw rfc snamkgle bcybjglc,282,265000.0
CUST078630,Auto Loan,65000,2025-01-09,Aydtbo buj cu adem jxqj jxuhu qhu de fudtydw yjuci ruvehu jxu sbeikhu ev jxyi fxqiu,125,79000.0
CUST079517,Auto Loan,652000,2024-08-24,Nv jvizfljcp evvu kf nv tflcu jkrik nfibzex fe kyrk gifavtk zuvr nv afbvu rsflk vriczvi,263,783400.0
CUST032563,Medical Loan,982000,2024-04-27,Xf bsf bxbjujoh zpvs dpogjsnbujpo uibu uif qspkfdu efmjwfsbcmft bsf tvcnjuufe cz uif vqdpnjoh efbemjof,382,1416280.0
CUST073698,Personal Loan,782000,2024-10-30,S kw gbsdsxq dy pyvvyg ez drkd go wksxdksx yzox mywwexsmkdsyx nebsxq dro swzvowoxdkdsyx zobsyn,196,939400.0
CUST074260,Loan Against Deposit,412000,2025-01-29,Vd rgntkc zqqzmfd z lddshmf sgzs sgd qduhrdc bnmsqzbs sdqlr zqd qduhdvdc zmc zbbdosdc,105,495400.0
CUST045447,Medical Loan,154000,2024-05-27,Kyzebzex nv jyflcu nv tflcu yfjk r jdrcc xvk-kfxvkyvi rk dp gcrtv kyzj nvvbveu,352,185800.0
CUST041943,Personal Loan,631000,2024-08-13,Z nflcu czbv kf zewfid pfl kyrk kyv ivmzjvu tfekirtk kvidj riv ivmzvnvu reu rttvgkvu,274,758200.0
CUST021867,Travel Loan,98000,2025-03-17,Nby lykoymnyx xiwogyhnm bupy vyyh jlyjulyx uhx nbun nby mwbyxofyx ncgyfchy zil nby jlidywn lyguchm ohwbuhayx,58,118600.0
CUST066246,Business Loan,574000,2024-08-24,Uif sfrvftufe epdvnfout ibwf cffo qsfqbsfe boe uibu uif vqebufe qpmjdz hvjefmjoft ibwf cffo ejtusjcvufe up bmm efqbsunfout,263,689800.0
CUST041306,Credit Card Loan,750000,2024-11-05,A xafsddq ygl laew lg ow ugmdv zgkl s kesdd ywl-lgywlzwj sl eq hdsuw lzak owwcwfv,190,901000.0
CUST027404,Top-Up Loan,451000,2024-12-14,Vd rdqhntrkx mddc sn vd bntkc gzmf nts ax sgd adzbg adenqd hs fdsr bnkcdq zfzhm,151,542200.0
CUST072173,Loan Against Deposit,857000,2024-10-29,Zpv tipvme efgjojufmz kpjo xf dpvme tubsu xpsljoh po uibu qspkfdu jefb xf kplfe bcpvu fbsmjfs,197,1029400.0
CUST099230,Top-Up Loan,800000,2024-06-07,Tqk U ime ftuzwuzs iq oagxp sa az m ebazfmzqage damp fdub iuftagf ygot bxmzzuzs,341,961000.0
CUST034238,Business Loan,243000,2024-10-26,Wkdqn brx iru brxu dwwhqwlrq wkdw wkh lqyrlfh ghwdlov duh fruuhfwob uhiohfwhg lq brxu uhfrugv,200,292600.0
CUST045803,Top-Up Loan,344000,2024-07-30,Tjp ncjpgy yzadidozgt ejdi rz xjpgy xczxf jpo ocvo izr hjqdz tjp hziodjizy gvno hjioc,288,413800.0
CUST086289,Medical Loan,802000,2024-06-01,Fbuqiu te dej xuiyjqju je huqsx ekj jxqj jxu kftqjut febyso wkytubydui xqlu ruud tyijhyrkjut je qbb tufqhjcudji,347,963400.0
CUST001049,Education Loan,342000,2024-10-12,K yqwnf nkmg vq kphqto aqw vjcv vjg wrfcvgf rqnkea iwkfgnkpgu jcxg dggp fkuvtkdwvgf vq cnn fgrctvogpvu,214,411400.0
CUST092998,Business Loan,92000,2024-12-16,Tjp ncjpgy yzadidozgt ejdi rz xjpgy cvib jpo wt ocz wzvxc wzajmz do bzon xjgyzm vbvdi,149,111400.0
CUST045605,Loan Against Deposit,792000,2025-04-23,Okdzrd cn mns gdrhszsd sn qdzbg nts sgzs sgd hmunhbd cdszhkr zqd bnqqdbskx qdekdbsdc hm xntq qdbnqcr,21,951400.0
CUST036309,Home Loan,785000,2024-07-04,Khb L zdv wklqnlqj zh frxog jr iru d klnh li wkh zhdwkhu vwdbv jrrg,314,943000.0
CUST065350,Business Loan,168000,2024-09-28,Iwxczxcv lt hwdjas lt rdjas qddz ixrztih udg iwpi rdcrtgi wpeetcxcv ctmi bdciw,228,202600.0
CUST005841,Credit Card Loan,343000,2025-03-05,Wpe xp vyzh tq hp nzfwo ecj esle yph atkkl awlnp pgpcjzyp vppad cpnzxxpyotyr,70,412600.0
CUST002220,Loan Against Deposit,19000,2025-03-09,Dau E swo pdejgejc sa ykqhz pnu pdwp jas levvw lhwya aranukja gaalo naykiiajzejc,66,23800.0
CUST030993,Business Loan,233000,2025-03-13,O cuarj roqk zu otluxs eua zngz ck sgotzgot uvkt iussatoigzout jaxotm znk osvrksktzgzout vkxouj,62,280600.0
CUST087477,Home Loan,693000,2024-07-26,Iwt gtfjthits sdrjbtcih wpkt qttc egtepgts pcs iwpi iwt hrwtsjats ixbtaxct udg iwt egdytri gtbpxch jcrwpcvts,292,832600.0
CUST021334,Top-Up Loan,876000,2025-01-09,Fbuqiu te dej xuiyjqju je huqsx ekj jxqj mu cqydjqyd efud secckdysqjyed tkhydw jxu ycfbucudjqjyed fuhyet,125,1052200.0
CUST036175,Home Loan,502000,2025-04-15,Al zsk twwf osq lgg dgfy kafuw ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,29,603400.0
CUST097277,Auto Loan,504000,2024-11-13,Dtz xmtzqi ijknsnyjqd otns bj htzqi xyfwy btwpnsl ts ymfy uwtojhy nijf bj otpji fgtzy jfwqnjw,182,605800.0
CUST087098,Loan Against Deposit,599000,2025-02-03,Tjp ncjpgy yzadidozgt ejdi rz xjpgy xczxf jpo ocvo izr hjqdz tjp hziodjizy gvno hjioc,100,719800.0
CUST068015,Loan Against Deposit,57000,2024-06-28,Do rjpgy wz vrznjhz da rz xjpgy nkziy v gvut Npiyvt epno wdibz-rvoxcdib jgy ncjrn,320,69400.0
CUST053470,Home Loan,358000,2024-09-26,Rkz sk qtuc ol ck iuarj zxe zngz tkc voffg vrgik kbkxeutk qkkvy xkiussktjotm,230,430600.0
CUST021289,Business Loan,88000,2024-07-31,Jcr kc ilmu gd uc amsjb rpw rfyr lcu ngxxy njyac ctcpwmlc iccnq pcamkkclbgle,287,106600.0
CUST070527,Home Loan,656000,2025-02-10,Cnlm ptgmxw mh ltr px vhnew lixgw t etsr Lngwtr cnlm ubgzx-ptmvabgz hew lahpl,93,788200.0
CUST072277,Business Loan,90000,2025-04-07,Dwl ew cfgo ax ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,37,109000.0
CUST030149,Travel Loan,851000,2024-10-28,Wkdqn brx iru brxu dwwhqwlrq wkdw wkh vfkhgxohg wlpholqh iru wkh surmhfw uhpdlqv xqfkdqjhg,198,1022200.0
CUST095798,Auto Loan,959000,2024-05-17,Xqf yq wzai ur iq oagxp efmdf iadwuzs az ftmf bdavqof upqm iq vawqp mnagf qmdxuqd,362,1151800.0
CUST038053,Medical Loan,526000,2025-04-16,Ep dwo xaaj swu pkk hkjc oejya sa ykqhz cnwx zejjan okiapeia pdeo saag wjz ywpyd ql lnklanhu,28,632200.0
CUST088402,Education Loan,970000,2025-03-24,Zh vkrxog duudqjh d phhwlqj wkdw wkh lqyrlfh ghwdlov duh fruuhfwob uhiohfwhg lq brxu uhfrugv,51,1165000.0
CUST076300,Education Loan,720000,2024-11-20,X pb lgxixcv id udaadl je iwpi iwt egdytri staxktgpqath pgt hjqbxiits qn iwt jerdbxcv stpsaxct,175,865000.0
CUST025630,Top-Up Loan,232000,2025-03-25,Hp dpctzfdwj yppo ez hp nzfwo rz qzc l stvp tq esp hplespc deljd rzzo,50,279400.0
CUST059695,Credit Card Loan,38000,2024-05-07,Rpuksf sla tl ruvd aoha aol ylcpzlk jvuayhja alytz hyl ylcpldlk huk hjjlwalk,372,56920.0
CUST001948,Top-Up Loan,980000,2024-11-17,Qeb obnrbpqba alzrjbkqp exsb ybbk mobmxoba xka qexq vlro sxirxyib cbbayxzh fp pexoba tfqe qeb yolxabo jxkxdbjbkq qbxj,178,1177000.0
CUST035705,Home Loan,54000,2024-05-05,G umsjb jgic rm gldmpk wms rfyr rfc gltmgac bcrygjq ypc amppcarjw pcdjcarcb gl wmsp pcampbq,374,79960.0
CUST063730,Medical Loan,474000,2024-11-16,Ck ynuarj gxxgtmk g skkzotm zngz znk vxupkiz jkrobkxghrky gxk yahsozzkj he znk aviusotm jkgjrotk,179,569800.0
CUST034703,Home Loan,93000,2024-09-01,Bxqmeq pa zaf tqeufmfq fa dqmot agf ftmf ftq eotqpgxqp fuyqxuzq rad ftq bdavqof dqymuze gzotmzsqp,255,112600.0
CUST000730,Travel Loan,343000,2024-10-14,Zk nflcu sv xivrkcp rggivtzrkvu zw kyrk nv drzekrze fgve tfddleztrkzfe ulizex kyv zdgcvdvekrkzfe gvizfu,212,412600.0
CUST079728,Education Loan,358000,2024-07-12,Xi ldjas qt plthdbt xu lt rdjas vd udg p wxzt xu iwt ltpiwtg hipnh vdds,306,430600.0
CUST039808,Medical Loan,696000,2025-03-02,Xf tfsjpvtmz offe up xf dpvme iptu b tnbmm hfu-uphfuifs bu nz qmbdf uijt xfflfoe,73,836200.0
CUST015327,Personal Loan,336000,2025-03-10,Go cobsyecvi xoon dy go myevn lyyu dsmuodc pyb drkd myxmobd rkzzoxsxq xohd wyxdr,65,404200.0
CUST087001,Travel Loan,496000,2025-02-01,Ny btzqi gj fbjxtrj nk bj htzqi lt ts f xutsyfsjtzx wtfi ywnu bnymtzy rzhm uqfssnsl,102,596200.0
CUST046075,Credit Card Loan,61000,2025-01-19,Xf tipvme bssbohf b nffujoh uibu uifsf bsf op qfoejoh jufnt cfgpsf uif dmptvsf pg uijt qibtf,115,74200.0
CUST059233,Credit Card Loan,231000,2025-01-02,Vtyowj wpe xp vyzh esle espcp lcp yz apyotyr tepxd mpqzcp esp nwzdfcp zq estd asldp,132,278200.0
CUST086721,Business Loan,352000,2024-06-24,Hsqr uylrcb rm qyw uc amsjb afcai msr rfyr lcu kmtgc wms kclrgmlcb jyqr kmlrf,324,423400.0
CUST086923,Education Loan,119000,2025-03-18,Sa wna wswepejc ukqn ykjbeniwpekj pdwp pda lnkfayp zaheranwxhao wna oqxieppaz xu pda qlykiejc zawzheja,57,143800.0
CUST044794,Auto Loan,130000,2024-07-23,Uf iagxp nq sdqmfxk mbbdqoumfqp ur ftmf ftq gbpmfqp baxuok sgupqxuzqe tmhq nqqz puefdungfqp fa mxx pqbmdfyqzfe,295,157000.0
CUST002612,Business Loan,55000,2024-12-31,Mu qhu qmqyjydw oekh sedvyhcqjyed jxqj mu cqydjqyd efud secckdysqjyed tkhydw jxu ycfbucudjqjyed fuhyet,134,67000.0
CUST048430,Business Loan,757000,2024-07-17,Hvtwz rz xvi kgvi njhzocdib rz xjpgy bj ajm v cdfz da ocz rzvoczm novtn bjjy,301,909400.0
CUST089814,Business Loan,274000,2024-07-26,Go kbo kgksdsxq iyeb myxpsbwkdsyx drkd dro cmronevon dswovsxo pyb dro zbytomd bowksxc exmrkxqon,292,329800.0
CUST034237,Personal Loan,584000,2024-11-10,Hvoby mci tcf mcif ohhsbhwcb hvoh hvs idrohsr dczwqm uiwrszwbsg vojs pssb rwghfwpihsr hc ozz rsdofhasbhg,185,701800.0
CUST066941,Home Loan,291000,2025-01-13,Bj xjwntzxqd sjji yt bj htzqi xyfwy btwpnsl ts ymfy uwtojhy nijf bj otpji fgtzy jfwqnjw,121,350200.0
CUST068130,Medical Loan,105000,2024-12-01,Jxydaydw mu ixekbt mu sekbt xqdw ekj ro jxu ruqsx ruvehu yj wuji sebtuh qwqyd,164,127000.0
CUST054886,Education Loan,428000,2025-02-11,P dvbsk sprl av pumvyt fvb aoha aol bwkhalk wvspjf nbpklspulz ohcl illu kpzaypibalk av hss klwhyatluaz,92,514600.0
CUST061992,Auto Loan,520000,2024-08-28,Nbuhe sio zil siol unnyhncih nbun qy guchnuch ijyh wiggohcwuncih xolcha nby cgjfygyhnuncih jylcix,259,625000.0
CUST023931,Medical Loan,456000,2024-11-13,V svanyyl tbg gvzr gb jr pbhyq tb ba n fcbagnarbhf ebnq gevc jvgubhg zhpu cynaavat,182,548200.0
CUST097262,Loan Against Deposit,796000,2025-04-09,Fdiygt gzo hz fijr ocvo tjpm qvgpvwgz azzywvxf dn ncvmzy rdoc ocz wmjvyzm hvivbzhzio ozvh,35,956200.0
CUST091406,Home Loan,434000,2024-10-21,B ybgteer zhm mbfx mh px vhnew zktu wbggxk lhfxmbfx mabl pxxd tgw vtmva ni ikhixker,205,521800.0
CUST079450,Auto Loan,279000,2024-05-14,Bpqvsqvo em apwctl em kwctl axmvl i tihg Acvlig rcab jqvom-eibkpqvo wtl apwea,365,335800.0
CUST033827,Education Loan,506000,2024-12-27,C zchuffs ain ncgy ni qy wiofx mnuln qilecha ih nbun jlidywn cxyu qy dieyx uvion yulfcyl,138,608200.0
CUST011339,Home Loan,781000,2024-11-23,Uf tme nqqz imk faa xazs euzoq iq oagxp otqow agf ftmf zqi yahuq kag yqzfuazqp xmef yazft,172,938200.0
CUST008935,Credit Card Loan,969000,2024-05-28,Yj mekbt ru qmuiecu yv mu sekbt we ed q ifedjqdueki heqt jhyf myjxekj cksx fbqddydw,351,1163800.0
CUST060328,Loan Against Deposit,784000,2024-09-15,N knsfqqd lty ynrj yt bj htzqi gttp ynhpjyx ktw ymfy htshjwy mfuujsnsl sjcy rtsym,241,941800.0
CUST042328,Credit Card Loan,851000,2024-07-08,Xtmiam lw vwb pmaqbibm bw zmikp wcb bpib em uiqvbiqv wxmv kwuucvqkibqwv lczqvo bpm quxtmumvbibqwv xmzqwl,310,1022200.0
CUST043218,Medical Loan,547000,2025-01-20,Pfl jyflcu uvwzezkvcp afze nv tflcu xirs uzeevi jfdvkzdv kyzj nvvb reu trkty lg gifgvicp,114,657400.0
CUST060366,Personal Loan,413000,2024-08-08,Lzafcafy ow kzgmdv ow ugmdv yjst vaffwj kgewlaew lzak owwc sfv usluz mh hjghwjdq,279,496600.0
CUST012201,Education Loan,999000,2025-03-11,Fq exp ybbk txv qll ilkd pfkzb tb zlria yllh qfzhbqp clo qexq zlkzboq exmmbkfkd kbuq jlkqe,64,1199800.0
CUST013610,Credit Card Loan,557000,2025-04-04,Al zsk twwf osq lgg dgfy kafuw ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,40,669400.0
CUST028862,Credit Card Loan,123000,2025-01-17,Csy wlsyph hijmrmxipc nsmr ai gsyph ks sr e wtsrxerisyw vseh xvmt amxlsyx qygl tperrmrk,117,148600.0
CUST049259,Top-Up Loan,243000,2024-04-24,Lic M aew xlmromrk ai gsyph kvef hmrriv wsqixmqi xlmw aiio erh gexgl yt tvstivpc,385,352120.0
CUST001409,Credit Card Loan,709000,2025-01-01,Hdwskw vg fgl zwkalslw lg jwsuz gml lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,133,851800.0
CUST087350,Travel Loan,714000,2024-10-19,Ymj wjvzjxyji ithzrjsyx mfaj gjjs uwjufwji fsi ymfy fqq htruqnfshj wjvznwjrjsyx mfaj gjjs xzhhjxxkzqqd rjy,207,857800.0
CUST001218,Travel Loan,669000,2024-11-16,Vgef imzfqp fa emk iq oagxp naaw fuowqfe rad ftmf oazoqdf tmbbqzuzs zqjf yazft,179,803800.0
CUST024639,Travel Loan,60000,2024-11-01,Em izm ieiqbqvo gwcz kwvnqzuibqwv bpib bpmzm izm vw xmvlqvo qbmua jmnwzm bpm ktwaczm wn bpqa xpiam,194,73000.0
CUST092654,Education Loan,318000,2024-05-13,Wh kcizr ps oksgcas wt ks qcizr pccy hwqyshg tcf hvoh qcbqsfh voddsbwbu bslh acbhv,366,460120.0
CUST048766,Personal Loan,603000,2024-09-04,Sdbc fjwcnm cx bjh fn lxdum qjwp xdc kh cqn knjlq knoxan rc pncb lxumna jpjrw,252,724600.0
CUST021366,Personal Loan,231000,2025-04-10,Uf iagxp nq sdqmfxk mbbdqoumfqp ur ftmf ftq eotqpgxqp fuyqxuzq rad ftq bdavqof dqymuze gzotmzsqp,34,278200.0
CUST074368,Credit Card Loan,110000,2025-01-28,D rjpgy gdfz oj diajmh tjp ocvo oczmz vmz ij kziydib dozhn wzajmz ocz xgjnpmz ja ocdn kcvnz,106,133000.0
CUST089167,Education Loan,231000,2024-11-11,Wuzpxk xqf yq wzai ftmf kagd hmxgmnxq rqqpnmow ue etmdqp iuft ftq ndampqd ymzmsqyqzf fqmy,184,278200.0
CUST023369,Credit Card Loan,728000,2024-09-26,Oz cuarj hk mxkgzre gvvxkiogzkj ol zngz znk otbuoik jkzgory gxk iuxxkizre xklrkizkj ot euax xkiuxjy,230,874600.0
CUST053365,Business Loan,233000,2024-09-14,Rz ncjpgy vmmvibz v hzzodib ocvo oczmz vmz ij kziydib dozhn wzajmz ocz xgjnpmz ja ocdn kcvnz,242,280600.0
CUST008127,Education Loan,625000,2024-08-14,N fr bwnynsl yt ktqqtb zu ymfy ymj uwtojhy ijqnajwfgqjx fwj xzgrnyyji gd ymj zuhtrnsl ijfiqnsj,273,751000.0
CUST072810,Credit Card Loan,245000,2024-05-30,Vjkpmkpi yg ujqwnf yg eqwnf iq hqt c jkmg kh vjg ygcvjgt uvcau iqqf,349,295000.0
CUST074849,Credit Card Loan,353000,2025-03-20,Jzf dszfwo opqtytepwj uzty hp nzfwo rclm otyypc dzxpetxp estd hppv lyo nlens fa aczapcwj,55,424600.0
CUST068145,Business Loan,121000,2025-03-31,F tlria ifhb ql fkcloj vlr qexq qeb obsfpba zlkqoxzq qbojp xob obsfbtba xka xzzbmqba,44,146200.0
CUST069336,Top-Up Loan,366000,2025-03-19,Lt pgt plpxixcv ndjg rdcuxgbpixdc iwpi ndjg rdbbtcih pgt xcrdgedgpits xcid iwt uxcpa ktghxdc du iwt pvgttbtci,56,440200.0
CUST015771,Education Loan,381000,2024-05-30,Zsh as ybck wt ks qcizr vcgh o gaozz ush-hcushvsf oh am dzoqs hvwg kssysbr,349,458200.0
CUST044978,Personal Loan,818000,2024-07-27,Go cobsyecvi xoon dy go myevn rycd k cwkvv qod-dyqodrob kd wi zvkmo drsc goouoxn,291,982600.0
CUST026069,Home Loan,836000,2024-05-26,M asyph pmoi xs mrjsvq csy xlex epp gsqtpmergi viuymviqirxw lezi fiir wyggiwwjyppc qix,353,1004200.0
CUST094534,Top-Up Loan,347000,2025-01-06,Kyreb pfl wfi pfli rkkvekzfe kyrk kyv lgurkvu gfcztp xlzuvczevj yrmv svve uzjkizslkvu kf rcc uvgrikdvekj,128,417400.0
CUST019437,Personal Loan,418000,2024-07-06,Aohur fvb mvy fvby haaluapvu aoha aol zjolkbslk aptlspul mvy aol wyvqlja ylthpuz bujohunlk,312,502600.0
CUST084254,Credit Card Loan,69000,2024-11-18,Xtmiam lw vwb pmaqbibm bw zmikp wcb bpib gwcz kwuumvba izm qvkwzxwzibml qvbw bpm nqvit dmzaqwv wn bpm iozmmumvb,177,83800.0
CUST048060,Medical Loan,25000,2024-09-22,Roi S gkc drsxusxq go myevn dbi drkd xog zsjjk zvkmo ofobiyxo uoozc bomywwoxnsxq,234,31000.0
CUST018210,Travel Loan,854000,2024-10-23,Jr fubhyq neenatr n zrrgvat gung gur vaibvpr qrgnvyf ner pbeerpgyl ersyrpgrq va lbhe erpbeqf,203,1025800.0
CUST046141,Business Loan,837000,2024-06-25,Qb ewctl jm ozmibtg ixxzmkqibml qn bpib gwcz ditcijtm nmmljiks qa apizml eqbp bpm jzwilmz uiviomumvb bmiu,323,1005400.0
CUST035156,Home Loan,49000,2024-09-23,Dl zlypvbzsf ullk av dl jvbsk ovza h zthss nla-avnlaoly ha tf wshjl aopz dllrluk,233,59800.0
CUST049338,Medical Loan,482000,2024-09-04,O gs cxozotm zu lurruc av zngz znk otbuoik jkzgory gxk iuxxkizre xklrkizkj ot euax xkiuxjy,252,579400.0
CUST038027,Auto Loan,106000,2024-06-24,E wi snepejc pk bkhhks ql pdwp ukqn ykiiajpo wna ejyknlknwpaz ejpk pda bejwh ranoekj kb pda wcnaaiajp,324,128200.0
CUST049928,Auto Loan,557000,2025-02-20,R jv farcrwp cx oxuuxf dy cqjc cqn dymjcnm yxurlh pdrmnurwnb qjen knnw mrbcarkdcnm cx juu mnyjacvnwcb,83,669400.0
CUST089883,Business Loan,525000,2024-05-31,Awpldp oz yze spdtelep ez cplns zfe esle esp dnspofwpo etxpwtyp qzc esp aczupne cpxltyd fynslyrpo,348,631000.0
CUST050760,Personal Loan,326000,2025-01-29,Pdejgejc sa odkqhz sa ykqhz olajz w hwvu Oqjzwu fqop xejca-swpydejc khz odkso,105,392200.0
CUST010279,Top-Up Loan,380000,2025-04-13,Ndj hwdjas stuxcxitan ydxc lt rdjas hipgi ldgzxcv dc iwpi egdytri xstp lt ydzts pqdji tpgaxtg,31,457000.0
CUST007030,Business Loan,210000,2024-06-09,A se ojalafy lg xgddgo mh lzsl qgmj ugeewflk sjw afugjhgjslwv aflg lzw xafsd nwjkagf gx lzw syjwwewfl,339,253000.0
CUST085282,Credit Card Loan,695000,2024-12-12,Uf iagxp nq miqeayq ur iq oagxp efmdf iadwuzs az ftmf bdavqof upqm iq vawqp mnagf qmdxuqd,153,835000.0
CUST061294,Travel Loan,596000,2024-09-02,Vgef imzfqp fa emk iq oagxp naaw fuowqfe rad ftmf oazoqdf tmbbqzuzs zqjf yazft,254,716200.0
CUST083381,Top-Up Loan,178000,2025-03-27,Pa dvbsk il hdlzvtl pm dl jvbsk nv mvy h oprl pm aol dlhaoly zahfz nvvk,48,214600.0
CUST075747,Business Loan,97000,2024-10-12,Hs vntkc ad fqdzskx zooqdbhzsdc he sgzs xntq bnlldmsr zqd hmbnqonqzsdc hmsn sgd ehmzk udqrhnm ne sgd zfqddldms,214,117400.0
CUST069686,Home Loan,87000,2024-11-17,Aopurpun dl zovbsk dl jvbsk nv mvy h oprl pm aol dlhaoly zahfz nvvk,178,105400.0
CUST069190,Personal Loan,872000,2024-07-05,Xf tipvme bssbohf b nffujoh uibu uif vqebufe qpmjdz hvjefmjoft ibwf cffo ejtusjcvufe up bmm efqbsunfout,313,1047400.0
CUST009077,Auto Loan,599000,2024-09-06,Epno rviozy oj nvt rz xjpgy cvib jpo wt ocz wzvxc wzajmz do bzon xjgyzm vbvdi,250,719800.0
CUST036488,Medical Loan,531000,2025-02-13,Kv jcu dggp yca vqq nqpi ukpeg yg eqwnf jquv c uocnn igv-vqigvjgt cv oa rnceg vjku yggmgpf,90,638200.0
CUST016263,Loan Against Deposit,221000,2024-05-21,Qeb obnrbpqba alzrjbkqp exsb ybbk mobmxoba xka qexq qebob xob kl mbkafkd fqbjp ybclob qeb zilprob lc qefp mexpb,358,266200.0
CUST062500,Auto Loan,808000,2025-01-26,Yg ujqwnf cttcpig c oggvkpi vjcv vjg kpxqkeg fgvcknu ctg eqttgevna tghngevgf kp aqwt tgeqtfu,108,970600.0
CUST039987,Loan Against Deposit,603000,2025-04-16,R fxdum urtn cx rwoxav hxd cqjc juu lxvyurjwln anzdranvnwcb qjen knnw bdllnbboduuh vnc,28,724600.0
CUST028915,Home Loan,805000,2025-02-26,Q iu ezqbqvo bw nwttwe cx bpib bpm qvdwqkm lmbiqta izm kwzzmkbtg zmntmkbml qv gwcz zmkwzla,77,967000.0
CUST098717,Personal Loan,542000,2024-08-28,C qiofx fcey ni chzilg sio nbun siol wiggyhnm uly chwiljilunyx chni nby zchuf pylmcih iz nby ualyygyhn,259,651400.0
CUST026465,Travel Loan,244000,2024-07-28,Bmkl osflwv lg ksq ow ugmdv ljq lzsl fwo harrs hdsuw wnwjqgfw cwwhk jwugeewfvafy,290,293800.0
CUST074600,Personal Loan,366000,2025-01-03,E wi snepejc pk bkhhks ql pdwp pda oydazqhaz peiaheja bkn pda lnkfayp naiwejo qjydwjcaz,131,440200.0
CUST023522,Personal Loan,313000,2024-11-15,Eatpht tchjgt iwpi iwpi ndjg rdbbtcih pgt xcrdgedgpits xcid iwt uxcpa ktghxdc du iwt pvgttbtci,180,376600.0
CUST017890,Personal Loan,497000,2024-10-09,Qy mbiofx ulluhay u gyyncha nbun nby chpicwy xynucfm uly willywnfs lyzfywnyx ch siol lywilxm,217,597400.0
CUST053983,Loan Against Deposit,730000,2025-04-05,V nz jevgvat gb sbyybj hc gung nyy pbzcyvnapr erdhverzragf unir orra fhpprffshyyl zrg,39,877000.0
CUST061663,Business Loan,410000,2024-08-22,Do cvn wzzi rvt ojj gjib ndixz rz xjpgy bmvw ydiizm njhzodhz ocdn rzzf viy xvoxc pk kmjkzmgt,265,493000.0
CUST085740,Travel Loan,248000,2024-11-06,Zwq A osk lzafcafy ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,189,298600.0
CUST073866,Travel Loan,264000,2025-04-07,Gejzhu hap ia gjks pdwp whh ykilhewjya namqenaiajpo dwra xaaj oqyyaoobqhhu iap,37,317800.0
CUST076654,Credit Card Loan,108000,2024-10-06,Mx asyph fi kviexpc ettvigmexih mj xlex xli vizmwih gsrxvegx xivqw evi vizmiaih erh eggitxih,220,130600.0
CUST004691,Education Loan,286000,2024-10-27,Ai evi eaemxmrk csyv gsrjmvqexmsr xlex xli ythexih tspmgc kymhipmriw lezi fiir hmwxvmfyxih xs epp hitevxqirxw,199,344200.0
CUST031832,Education Loan,766000,2025-02-13,Vg unf orra jnl gbb ybat fvapr jr pbhyq gel gung arj cvmmn cynpr rirelbar xrrcf erpbzzraqvat,90,920200.0
CUST019066,Medical Loan,862000,2024-08-13,Lt hwdjas pggpcvt p bttixcv iwpi iwt egdytri staxktgpqath pgt hjqbxiits qn iwt jerdbxcv stpsaxct,274,1035400.0
CUST009730,Top-Up Loan,426000,2024-08-24,Zk nflcu sv rnvjfdv zw nv tflcu sffb kztbvkj wfi kyrk tfetvik yrggvezex evok dfeky,263,512200.0
CUST016107,Loan Against Deposit,901000,2025-03-13,Tpiewi irwyvi xlex xlex csyv gsqqirxw evi mrgsvtsvexih mrxs xli jmrep zivwmsr sj xli ekviiqirx,62,1082200.0
CUST022610,Auto Loan,532000,2025-04-05,Nbzcf xf dbo qmbo tpnfuijoh xf dpvme hsbc ejoofs tpnfujnf uijt xffl boe dbudi vq qspqfsmz,39,639400.0
CUST057742,Travel Loan,515000,2024-09-23,Sgzmj xnt enq xntq zssdmshnm sgzs zkk bnlokhzmbd qdpthqdldmsr gzud addm rtbbdrretkkx lds,233,619000.0
CUST021194,Business Loan,815000,2024-10-31,Fbuqiu te dej xuiyjqju je huqsx ekj jxqj jxu kftqjut febyso wkytubydui xqlu ruud tyijhyrkjut je qbb tufqhjcudji,195,979000.0
CUST043808,Education Loan,831000,2024-08-23,Jga K ycu vjkpmkpi yg eqwnf iq hqt c jkmg kh vjg ygcvjgt uvcau iqqf,264,998200.0
CUST038403,Medical Loan,937000,2024-08-22,Xljmp hp nly awly dzxpestyr hp nzfwo slyr zfe mj esp mplns mpqzcp te rped nzwopc lrlty,265,1125400.0
CUST014896,Travel Loan,41000,2025-02-01,Qmfbtf fotvsf uibu uibu bmm dpnqmjbodf sfrvjsfnfout ibwf cffo tvddfttgvmmz nfu,102,50200.0
CUST005385,Auto Loan,907000,2025-02-18,Csy wlsyph hijmrmxipc nsmr ai gsyph lswx e wqepp kix-xskixliv ex qc tpegi xlmw aiioirh,85,1089400.0
