sender,receiver,transaction_amount,transaction_date
CUST035440,CUST076009,66,2025-04-11
CUST035441,CUST061640,35,2024-07-21
CUST035442,CUST017058,1,2024-10-06
CUST035443,CUST049701,58,2024-09-16
CUST035444,CUST014433,79,2024-05-08
CUST035445,CUST061489,46,2024-05-11
CUST035446,CUST099200,29,2025-04-06
CUST035447,CUST018954,86,2024-11-30
CUST035448,CUST082834,58,2024-08-01
CUST035449,CUST072233,65,2024-08-06
CUST035450,CUST029348,49,2025-03-01
CUST035451,CUST021250,81,2025-04-23
CUST035452,CUST053459,93,2025-04-06
CUST035453,CUST085194,66,2024-07-28
CUST035454,CUST088497,97,2024-08-29
CUST035455,CUST047669,6,2025-01-31
CUST035456,CUST083443,10,2024-06-20
CUST035457,CUST002803,77,2024-05-09
CUST035458,CUST018034,69,2025-02-22
CUST035459,CUST035089,54,2025-01-24
CUST035460,CUST017528,22,2024-12-10
CUST035461,CUST011965,92,2024-09-22
CUST035462,CUST041006,70,2025-02-06
CUST035463,CUST085235,17,2025-03-23
CUST035464,CUST004407,40,2024-08-24
CUST035465,CUST051762,43,2024-05-21
CUST035466,CUST094539,2,2024-05-04
CUST035467,CUST094219,35,2024-09-10
CUST035468,CUST062348,20,2025-03-11
CUST035469,CUST073128,6,2024-05-12
CUST035470,CUST003120,9,2025-01-30
CUST035471,CUST058936,35,2024-05-16
CUST035472,CUST058328,79,2025-04-12
CUST035473,CUST052750,60,2025-02-21
CUST035474,CUST059095,40,2024-11-08
CUST035475,CUST087410,47,2024-12-13
CUST035476,CUST082486,25,2024-06-14
CUST035477,CUST007652,72,2024-09-07
CUST035478,CUST026897,52,2024-05-18
CUST035479,CUST097197,38,2025-04-23
CUST035480,CUST010371,81,2024-05-27
CUST035481,CUST044553,22,2024-10-24
CUST035482,CUST006778,68,2024-08-08
CUST035483,CUST000114,85,2025-01-20
CUST035484,CUST000532,77,2024-06-23
CUST035485,CUST009715,23,2025-01-30
CUST035486,CUST003411,75,2024-11-25
CUST035487,CUST074773,41,2025-02-24
CUST035488,CUST024609,67,2025-02-15
CUST035489,CUST008325,43,2024-12-01
CUST035490,CUST076696,64,2024-05-25
CUST035491,CUST034495,33,2024-05-16
CUST035492,CUST054223,29,2025-03-28
CUST035493,CUST040986,86,2025-03-06
CUST035494,CUST097644,96,2024-08-13
CUST035495,CUST035417,18,2024-05-06
CUST035496,CUST097372,28,2024-11-02
CUST035497,CUST045601,73,2025-03-12
CUST035498,CUST009454,97,2024-05-24
CUST035499,CUST027922,77,2024-06-20
CUST035500,CUST066470,35,2024-09-07
CUST035501,CUST096545,23,2024-08-05
CUST035502,CUST066587,95,2024-06-18
CUST035503,CUST025393,93,2025-02-01
CUST035504,CUST032178,9,2025-03-16
CUST035505,CUST055183,82,2024-04-23
CUST035506,CUST058082,1,2024-05-01
CUST035507,CUST088388,5,2025-01-29
CUST035508,CUST011107,44,2024-09-06
CUST035509,CUST052755,23,2025-04-14
CUST035510,CUST006879,17,2024-09-30
CUST035511,CUST000793,63,2025-03-25
CUST035512,CUST011368,87,2024-05-07
CUST035513,CUST038732,18,2024-08-26
CUST035514,CUST009548,86,2024-04-30
CUST035515,CUST099690,29,2025-01-13
CUST035516,CUST028569,55,2024-09-07
CUST035517,CUST062908,43,2024-07-17
CUST035518,CUST050213,38,2025-01-24
CUST035519,CUST042332,65,2024-05-09
CUST035520,CUST064380,20,2025-02-11
CUST035521,CUST089844,37,2025-03-25
CUST035522,CUST004139,54,2025-03-15
CUST035523,CUST047113,14,2024-08-12
CUST035524,CUST073230,51,2024-11-09
CUST035525,CUST011395,11,2024-09-27
CUST035526,CUST089413,9,2024-08-06
CUST035527,CUST039096,82,2024-07-30
CUST035528,CUST003354,37,2024-12-09
CUST035529,CUST046133,76,2025-01-19
CUST035530,CUST065065,74,2024-05-25
CUST035531,CUST055122,8,2024-04-26
CUST035532,CUST015206,45,2024-09-16
CUST035533,CUST004629,82,2024-08-07
CUST035534,CUST052601,78,2024-10-23
CUST035535,CUST095527,88,2024-05-10
CUST035536,CUST038096,80,2024-08-29
CUST035537,CUST093160,42,2025-02-02
CUST035538,CUST058845,84,2024-09-26
CUST035539,CUST047050,56,2024-11-17
CUST035540,CUST021434,95,2024-08-31
CUST035541,CUST075595,60,2024-06-07
CUST035542,CUST092061,67,2024-12-18
CUST035543,CUST012094,78,2024-12-09
CUST035544,CUST016685,20,2024-06-28
CUST035545,CUST094235,31,2024-08-26
CUST035546,CUST060322,90,2025-04-09
CUST035547,CUST084521,22,2024-04-29
CUST035548,CUST051306,67,2024-07-04
CUST035549,CUST062026,1,2024-07-17
CUST035550,CUST014908,52,2024-10-23
CUST035551,CUST054058,26,2024-09-16
CUST035552,CUST012922,82,2025-01-28
CUST035553,CUST085939,83,2024-11-17
CUST035554,CUST046795,93,2024-10-23
CUST035555,CUST068619,87,2024-06-26
CUST035556,CUST072611,86,2024-11-15
CUST035557,CUST029331,1,2024-11-25
CUST035558,CUST017624,40,2025-01-27
CUST035559,CUST060278,5,2024-12-27
CUST035560,CUST000460,29,2025-01-22
CUST035561,CUST065038,48,2024-12-11
CUST035562,CUST052916,37,2024-08-03
CUST035563,CUST056173,68,2024-07-10
CUST035564,CUST068338,58,2024-10-05
CUST035565,CUST028832,48,2024-06-23
CUST035566,CUST016848,50,2024-07-19
CUST035567,CUST000998,1,2025-01-14
CUST035568,CUST022026,39,2024-06-26
CUST035569,CUST097916,98,2024-07-13
CUST035570,CUST064785,93,2024-08-13
CUST035571,CUST006385,88,2025-03-18
CUST035572,CUST078760,3,2024-05-20
CUST035573,CUST048068,52,2025-02-14
CUST035574,CUST011199,75,2024-05-09
CUST035575,CUST034447,64,2025-01-30
CUST035576,CUST099169,1,2024-12-14
CUST035577,CUST009383,78,2024-08-17
CUST035578,CUST024121,81,2024-07-26
CUST035579,CUST035466,76,2024-09-08
CUST035580,CUST026951,63,2025-01-21
CUST035581,CUST095505,7,2024-10-03
CUST035582,CUST068463,70,2025-02-14
CUST035583,CUST015736,24,2025-02-07
CUST035584,CUST014224,66,2025-04-13
CUST035585,CUST015363,55,2024-05-10
CUST035586,CUST039987,1,2024-06-11
CUST035587,CUST023410,81,2024-12-03
CUST035588,CUST067934,71,2024-06-19
CUST035589,CUST079988,26,2024-05-07
CUST035590,CUST005815,80,2024-07-13
CUST035591,CUST022889,10,2024-07-16
CUST035592,CUST073059,80,2025-02-23
CUST035593,CUST022170,68,2024-04-28
CUST035594,CUST059127,43,2024-08-10
CUST035595,CUST085919,89,2025-01-19
CUST035596,CUST081125,94,2024-09-12
CUST035597,CUST045128,96,2024-06-20
CUST035598,CUST015763,20,2025-01-03
CUST035599,CUST015578,76,2024-08-14
CUST035600,CUST020932,7,2025-02-20
CUST035601,CUST060303,40,2024-11-26
CUST035602,CUST075507,98,2024-05-01
CUST035603,CUST039279,57,2024-09-12
CUST035604,CUST058170,62,2024-08-22
CUST035605,CUST085582,97,2025-03-03
CUST035606,CUST081456,26,2024-08-02
CUST035607,CUST062776,85,2025-04-03
CUST035608,CUST093208,94,2024-08-18
CUST035609,CUST075886,72,2024-06-24
CUST035610,CUST049204,86,2024-07-03
CUST035611,CUST006059,53,2024-08-15
CUST035612,CUST069052,72,2024-12-14
CUST035613,CUST068867,67,2024-12-04
CUST035614,CUST099979,38,2024-08-22
CUST035615,CUST055181,37,2025-03-02
CUST035616,CUST043826,95,2024-07-04
CUST035617,CUST083282,99,2025-02-01
CUST035618,CUST074515,95,2024-05-29
CUST035619,CUST082476,19,2025-01-24
CUST035620,CUST015265,33,2024-12-09
CUST035621,CUST026616,78,2024-09-10
CUST035622,CUST032166,36,2024-06-07
CUST035623,CUST042723,67,2025-03-31
CUST035624,CUST034881,38,2024-05-04
CUST035625,CUST084131,3,2024-08-15
CUST035626,CUST081060,33,2024-09-06
CUST035627,CUST001702,52,2024-09-26
CUST035628,CUST059431,4,2025-03-21
CUST035629,CUST098295,75,2025-02-03
CUST035630,CUST055616,13,2025-01-22
CUST035631,CUST092520,20,2024-12-12
CUST035632,CUST039238,88,2024-12-26
CUST035633,CUST034379,28,2024-04-23
CUST035634,CUST020737,87,2024-11-02
CUST035635,CUST006344,80,2024-08-12
CUST035636,CUST015798,98,2024-08-03
CUST035637,CUST053858,71,2025-01-24
CUST035638,CUST087412,96,2024-12-01
CUST035639,CUST041865,27,2024-12-13
CUST035640,CUST041124,17,2024-07-25
CUST035641,CUST074865,17,2024-11-04
CUST035642,CUST067562,77,2025-04-10
CUST035643,CUST000106,53,2024-10-01
CUST035644,CUST094907,60,2024-08-30
CUST035645,CUST086380,17,2025-03-06
CUST035646,CUST019477,100,2024-07-18
CUST035647,CUST064148,61,2024-11-26
CUST035648,CUST042113,55,2024-11-12
CUST035649,CUST048611,35,2024-12-04
CUST035650,CUST066235,26,2024-11-14
CUST035651,CUST093980,44,2024-12-29
CUST035652,CUST044231,48,2024-06-08
CUST035653,CUST041707,3,2024-11-22
CUST035654,CUST087660,92,2025-02-20
CUST035655,CUST065033,39,2024-11-15
CUST035656,CUST041921,69,2025-03-10
CUST035657,CUST019876,78,2024-09-12
CUST035658,CUST068834,100,2025-01-02
CUST035659,CUST052130,53,2024-08-17
CUST035660,CUST065745,94,2024-08-09
CUST035661,CUST019701,42,2024-05-03
CUST035662,CUST087328,44,2024-12-22
CUST035663,CUST072770,91,2024-07-03
CUST035664,CUST001892,26,2025-02-04
CUST035665,CUST058521,43,2025-02-10
CUST035666,CUST047595,20,2024-08-30
CUST035667,CUST064191,11,2024-09-02
CUST035668,CUST002040,28,2025-04-12
CUST035669,CUST019674,72,2025-03-20
CUST035670,CUST042413,13,2024-07-27
CUST035671,CUST028437,20,2024-10-02
CUST035672,CUST099922,31,2024-04-25
CUST035673,CUST008187,8,2024-05-26
CUST035674,CUST063709,35,2024-08-02
CUST035675,CUST000435,70,2024-12-12
CUST035676,CUST010520,58,2025-02-20
CUST035677,CUST018031,39,2024-05-30
CUST035678,CUST076892,32,2024-08-30
CUST035679,CUST055820,21,2024-08-16
CUST035680,CUST079865,22,2024-06-17
CUST035681,CUST005259,35,2024-11-09
CUST035682,CUST072727,14,2024-06-26
CUST035683,CUST088016,35,2025-03-28
CUST035684,CUST086364,71,2024-11-02
CUST035685,CUST058278,84,2024-07-19
CUST035686,CUST045239,5,2024-05-20
CUST035687,CUST010748,18,2024-12-02
CUST035688,CUST030918,46,2025-02-26
CUST035689,CUST030378,75,2024-07-19
CUST035690,CUST044957,42,2024-08-30
CUST035691,CUST098685,16,2024-09-06
CUST035692,CUST023558,74,2025-04-07
CUST035693,CUST044336,45,2025-01-20
CUST035694,CUST099942,77,2025-01-17
CUST035695,CUST078016,52,2024-07-12
CUST035696,CUST089464,50,2024-05-18
CUST035697,CUST033293,97,2024-06-23
CUST035698,CUST019492,80,2024-11-15
CUST035699,CUST057295,73,2025-04-22
CUST035700,CUST066630,22,2024-10-17
CUST035701,CUST096545,92,2024-06-25
CUST035702,CUST065641,97,2025-03-04
CUST035703,CUST018124,71,2024-10-25
CUST035704,CUST092473,56,2024-10-05
CUST035705,CUST064619,71,2024-07-09
CUST035706,CUST083597,57,2024-08-12
CUST035707,CUST024289,34,2025-02-08
CUST035708,CUST089948,100,2024-10-08
CUST035709,CUST045092,51,2024-09-03
CUST035710,CUST078873,86,2024-12-18
CUST035711,CUST059217,60,2024-09-12
CUST035712,CUST077163,39,2024-06-16
CUST035713,CUST058786,51,2024-07-09
CUST035714,CUST050998,94,2024-09-18
CUST035715,CUST069038,64,2024-10-29
CUST035716,CUST050694,61,2025-02-16
CUST035717,CUST082387,58,2024-10-29
CUST035718,CUST035713,68,2024-10-14
CUST035719,CUST086215,85,2024-09-27
CUST035720,CUST015906,85,2024-08-29
CUST035721,CUST001592,9,2024-07-24
CUST035722,CUST060160,74,2025-04-23
CUST035723,CUST013523,60,2024-12-22
CUST035724,CUST081690,78,2024-09-13
CUST035725,CUST003573,97,2025-04-14
CUST035726,CUST061681,95,2024-06-29
CUST035727,CUST058538,29,2024-12-22
CUST035728,CUST033062,1,2024-10-05
CUST035729,CUST091034,55,2024-12-09
CUST035730,CUST087779,18,2024-10-27
CUST035731,CUST066875,8,2024-10-23
CUST035732,CUST060543,12,2024-11-05
CUST035733,CUST061908,6,2024-12-15
CUST035734,CUST016152,60,2024-12-24
CUST035735,CUST092527,69,2024-10-20
CUST035736,CUST080917,21,2025-01-08
CUST035737,CUST096572,26,2024-07-26
CUST035738,CUST045814,93,2024-11-02
CUST035739,CUST052628,65,2024-07-15
CUST035740,CUST026118,78,2024-10-07
CUST035741,CUST068035,37,2025-04-07
CUST035742,CUST025484,14,2025-02-12
CUST035743,CUST071265,54,2025-01-11
CUST035744,CUST056470,1,2024-07-09
CUST035745,CUST018878,58,2024-07-24
CUST035746,CUST062397,57,2024-06-02
CUST035747,CUST092240,4,2025-04-01
CUST035748,CUST003089,48,2024-10-09
CUST035749,CUST023180,70,2024-06-01
CUST035750,CUST047955,15,2024-06-20
CUST035751,CUST022012,39,2025-03-14
CUST035752,CUST012840,93,2025-02-17
CUST035753,CUST052904,45,2025-03-18
CUST035754,CUST063562,72,2025-01-01
CUST035755,CUST023626,10,2024-05-19
CUST035756,CUST018482,49,2025-01-02
CUST035757,CUST097290,51,2024-09-08
CUST035758,CUST019559,89,2024-07-12
CUST035759,CUST082308,86,2024-05-07
CUST035760,CUST031105,24,2025-04-06
CUST035761,CUST098603,49,2024-05-24
CUST035762,CUST053587,64,2024-05-25
CUST035763,CUST044421,22,2024-10-20
CUST035764,CUST004062,3,2025-01-24
CUST035765,CUST033242,15,2024-07-24
CUST035766,CUST062056,41,2025-04-23
CUST035767,CUST081698,52,2025-03-17
CUST035768,CUST070594,32,2025-01-29
CUST035769,CUST044174,43,2024-10-21
CUST035770,CUST005290,98,2025-04-09
CUST035771,CUST065181,71,2025-01-18
CUST035772,CUST002222,61,2024-04-29
CUST035773,CUST063138,54,2024-10-25
CUST035774,CUST042943,33,2024-10-07
CUST035775,CUST021636,3,2025-02-08
CUST035776,CUST052764,61,2024-12-27
CUST035777,CUST084563,29,2024-05-12
CUST035778,CUST051073,28,2025-02-15
CUST035779,CUST007076,66,2025-01-26
CUST035780,CUST022379,66,2025-03-20
CUST035781,CUST035085,99,2024-07-06
CUST035782,CUST050427,81,2025-01-13
CUST035783,CUST079218,3,2024-11-26
CUST035784,CUST031585,95,2024-10-21
CUST035785,CUST031246,29,2025-04-10
CUST035786,CUST058960,5,2024-08-24
CUST035787,CUST004984,45,2024-11-07
CUST035788,CUST097786,94,2024-10-25
CUST035789,CUST096928,13,2024-07-30
CUST035790,CUST030898,26,2025-03-22
CUST035791,CUST040603,75,2024-12-22
CUST035792,CUST085539,10,2025-02-07
CUST035793,CUST076035,71,2024-10-03
CUST035794,CUST049412,94,2024-09-18
CUST035795,CUST068743,40,2025-02-07
CUST035796,CUST078467,72,2024-09-08
CUST035797,CUST075857,63,2024-12-23
CUST035798,CUST093551,47,2024-10-19
CUST035799,CUST097354,60,2024-08-14
CUST035800,CUST038127,68,2025-02-23
CUST035801,CUST092289,46,2024-09-08
CUST035802,CUST070044,53,2024-08-08
CUST035803,CUST055611,27,2024-08-31
CUST035804,CUST023926,84,2024-11-28
CUST035805,CUST036277,56,2024-12-19
CUST035806,CUST023690,37,2024-12-01
CUST035807,CUST063943,29,2024-09-23
CUST035808,CUST054147,23,2025-02-25
CUST035809,CUST015239,34,2024-08-24
CUST035810,CUST060425,11,2024-04-24
CUST035811,CUST024808,99,2024-05-07
CUST035812,CUST074458,57,2024-06-18
CUST035813,CUST011205,58,2024-05-11
CUST035814,CUST065246,39,2024-05-09
CUST035815,CUST038568,62,2024-08-08
CUST035816,CUST035698,5,2024-08-01
CUST035817,CUST090430,60,2025-04-04
CUST035818,CUST001531,36,2024-08-25
CUST035819,CUST096778,45,2025-03-07
CUST035820,CUST024298,4,2024-08-12
CUST035821,CUST074839,46,2024-10-12
CUST035822,CUST048907,96,2024-04-23
CUST035823,CUST066252,26,2024-08-07
CUST035824,CUST075070,70,2025-03-29
CUST035825,CUST060749,23,2025-04-22
CUST035826,CUST040296,94,2024-11-21
CUST035827,CUST052465,76,2025-01-02
CUST035828,CUST007224,35,2025-01-30
CUST035829,CUST013422,9,2024-09-11
CUST035830,CUST093233,47,2024-04-25
CUST035831,CUST014067,45,2025-03-12
CUST035832,CUST021577,89,2024-08-11
CUST035833,CUST082122,6,2024-08-29
CUST035834,CUST002141,7,2024-06-27
CUST035835,CUST059017,82,2024-08-22
CUST035836,CUST041379,89,2024-11-05
CUST035837,CUST007371,43,2025-04-15
CUST035838,CUST051751,54,2025-03-10
CUST035839,CUST095053,95,2024-09-14
CUST035840,CUST012023,87,2024-08-07
CUST035841,CUST059223,84,2024-08-18
CUST035842,CUST018329,58,2024-10-24
CUST035843,CUST002930,71,2024-05-10
CUST035844,CUST043728,25,2024-11-19
CUST035845,CUST068920,15,2025-01-01
CUST035846,CUST052693,69,2025-01-20
CUST035847,CUST049546,21,2024-05-10
CUST035848,CUST092969,86,2024-05-04
CUST035849,CUST076648,82,2025-02-16
CUST035850,CUST048339,49,2024-11-29
CUST035851,CUST059963,24,2025-01-15
CUST035852,CUST097436,87,2024-12-05
CUST035853,CUST023162,89,2024-05-28
CUST035854,CUST008824,57,2025-01-13
CUST035855,CUST092969,63,2025-02-14
CUST035856,CUST033090,90,2024-06-03
CUST035857,CUST060851,9,2024-12-20
CUST035858,CUST021054,81,2025-04-02
CUST035859,CUST017448,8,2024-11-12
CUST035860,CUST089842,50,2025-01-27
CUST035861,CUST003112,98,2025-03-31
CUST035862,CUST058821,2,2024-08-12
CUST035863,CUST093030,31,2025-03-26
CUST035864,CUST076522,40,2024-09-13
CUST035865,CUST068623,20,2024-07-05
CUST035866,CUST052964,18,2025-02-16
CUST035867,CUST052504,13,2024-07-11
CUST035868,CUST089001,97,2024-08-08
CUST035869,CUST041919,19,2024-09-22
CUST035870,CUST071869,67,2024-10-11
CUST035871,CUST042543,96,2024-10-11
CUST035872,CUST068713,76,2025-01-13
CUST035873,CUST002417,79,2024-08-28
CUST035874,CUST040437,72,2025-01-31
CUST035875,CUST074188,81,2024-11-05
CUST035876,CUST010487,84,2025-01-26
CUST035877,CUST018696,1,2025-04-15
CUST035878,CUST001230,16,2024-05-27
CUST035879,CUST067067,72,2025-01-15
CUST035880,CUST042348,27,2024-11-01
CUST035881,CUST001364,56,2024-12-21
CUST035882,CUST082373,39,2024-12-02
CUST035883,CUST085825,88,2025-02-25
CUST035884,CUST087917,70,2025-04-13
CUST035885,CUST045870,63,2024-10-05
CUST035886,CUST049730,22,2024-08-02
CUST035887,CUST020304,41,2024-05-24
CUST035888,CUST072854,41,2024-12-22
CUST035889,CUST003265,42,2025-02-10
CUST035890,CUST018316,40,2024-10-25
CUST035891,CUST078230,40,2025-03-28
CUST035892,CUST082103,2,2025-04-20
CUST035893,CUST060522,27,2025-03-03
CUST035894,CUST024812,42,2025-03-29
CUST035895,CUST033406,45,2025-01-09
CUST035896,CUST052158,95,2024-12-17
CUST035897,CUST059824,20,2024-06-25
CUST035898,CUST019857,45,2025-02-03
CUST035899,CUST092903,5,2024-08-03
CUST035900,CUST046971,88,2024-10-27
CUST035901,CUST050788,52,2024-07-09
CUST035902,CUST076175,66,2025-01-31
CUST035903,CUST086353,32,2024-07-23
CUST035904,CUST020599,79,2025-01-23
CUST035905,CUST042542,98,2024-06-19
CUST035906,CUST010653,75,2024-09-27
CUST035907,CUST016964,36,2025-03-20
CUST035908,CUST032224,59,2024-06-12
CUST035909,CUST031025,38,2024-05-16
CUST035910,CUST003942,65,2024-12-29
CUST035911,CUST073924,83,2024-08-16
CUST035912,CUST074061,95,2024-06-14
CUST035913,CUST041618,20,2024-08-11
CUST035914,CUST090816,10,2024-10-15
CUST035915,CUST054705,66,2025-01-29
CUST035916,CUST026026,42,2024-04-29
CUST035917,CUST083173,29,2024-06-03
CUST035918,CUST043225,8,2024-10-05
CUST035919,CUST013278,47,2024-10-07
CUST035920,CUST048719,52,2024-07-11
CUST035921,CUST040996,35,2024-06-07
CUST035922,CUST007540,70,2024-07-24
CUST035923,CUST032854,33,2024-06-30
CUST035924,CUST026812,81,2025-03-20
CUST035925,CUST092465,61,2024-08-28
CUST035926,CUST006910,45,2024-11-04
CUST035927,CUST093606,90,2025-04-18
CUST035928,CUST053434,60,2024-08-28
CUST035929,CUST046085,30,2025-01-31
CUST035930,CUST073570,42,2024-10-12
CUST035931,CUST056817,39,2024-07-18
CUST035932,CUST010749,91,2024-10-20
CUST035933,CUST070603,96,2024-11-01
CUST035934,CUST062466,38,2024-09-11
CUST035935,CUST049409,4,2024-09-17
CUST035936,CUST011999,57,2024-08-23
CUST035937,CUST013765,96,2024-11-24
CUST035938,CUST099752,4,2024-05-02
CUST035939,CUST045380,65,2024-12-28
CUST035940,CUST081395,52,2024-05-20
CUST035941,CUST059589,18,2024-08-11
CUST035942,CUST082614,95,2024-11-28
CUST035943,CUST062399,76,2024-11-07
CUST035944,CUST075794,79,2025-04-16
CUST035945,CUST047211,76,2024-06-13
CUST035946,CUST044561,89,2024-11-26
CUST035947,CUST069202,8,2025-02-12
CUST035948,CUST016735,11,2024-06-06
CUST035949,CUST074377,52,2025-01-28
CUST035950,CUST077599,92,2025-03-31
CUST035951,CUST072581,91,2024-06-02
CUST035952,CUST002064,15,2024-09-05
CUST035953,CUST022314,93,2024-12-17
CUST035954,CUST027088,29,2024-07-21
CUST035955,CUST045780,59,2024-08-11
CUST035956,CUST040182,32,2024-05-15
CUST035957,CUST018206,72,2024-11-14
CUST035958,CUST012465,3,2024-05-02
CUST035959,CUST027133,27,2024-12-07
CUST035960,CUST050738,55,2025-02-15
CUST035961,CUST069286,59,2025-04-12
CUST035962,CUST064550,15,2024-06-28
CUST035963,CUST035307,59,2024-05-15
CUST035964,CUST025593,73,2024-11-14
CUST035965,CUST083988,59,2025-01-19
CUST035966,CUST093795,1,2024-10-11
CUST035967,CUST044759,80,2024-10-13
CUST035968,CUST098393,1,2024-06-03
CUST035969,CUST087158,58,2024-11-24
CUST035970,CUST006578,74,2024-07-22
CUST035971,CUST085231,15,2024-06-14
CUST035972,CUST008264,87,2024-06-03
CUST035973,CUST082742,3,2025-03-16
CUST035974,CUST008073,67,2025-01-14
CUST035975,CUST060815,69,2024-09-28
CUST035976,CUST045307,70,2024-07-25
CUST035977,CUST005692,68,2025-04-14
CUST035978,CUST087650,12,2025-03-21
CUST035979,CUST001954,13,2024-07-23
CUST035980,CUST070500,84,2024-05-24
CUST035981,CUST093406,28,2024-11-12
CUST035982,CUST076982,10,2025-03-29
CUST035983,CUST037760,79,2025-03-03
CUST035984,CUST020186,40,2024-12-27
CUST035985,CUST073984,87,2024-04-25
CUST035986,CUST034700,30,2025-01-04
CUST035987,CUST099177,81,2024-11-21
CUST035988,CUST073491,85,2025-01-29
CUST035989,CUST053740,63,2024-07-14
CUST035990,CUST055632,94,2024-11-02
CUST035991,CUST017946,91,2024-12-14
CUST035992,CUST038295,59,2024-07-08
CUST035993,CUST012921,100,2025-01-17
CUST035994,CUST095521,30,2025-01-13
CUST035995,CUST053610,54,2024-06-08
CUST035996,CUST071097,41,2025-02-26
CUST035997,CUST080926,40,2024-08-22
CUST035998,CUST062359,5,2024-09-20
CUST035999,CUST024266,98,2024-12-12
CUST036000,CUST073252,93,2024-05-04
CUST036001,CUST084605,98,2024-09-30
CUST036002,CUST009439,30,2025-03-05
CUST036003,CUST070780,70,2024-05-18
CUST036004,CUST028630,97,2025-02-16
CUST036005,CUST062443,70,2024-05-28
CUST036006,CUST004086,34,2025-03-22
CUST036007,CUST082927,39,2024-11-08
CUST036008,CUST024514,34,2025-02-21
CUST036009,CUST060085,39,2024-09-27
CUST036010,CUST086231,69,2024-06-19
CUST036011,CUST063606,83,2024-05-03
CUST036012,CUST061667,90,2025-03-30
CUST036013,CUST080421,76,2024-11-03
CUST036014,CUST068413,10,2025-04-07
CUST036015,CUST091744,65,2024-10-18
CUST036016,CUST051179,10,2025-04-04
CUST036017,CUST071093,49,2025-02-14
CUST036018,CUST086028,6,2025-02-03
CUST036019,CUST038010,43,2024-09-10
CUST036020,CUST063977,26,2025-01-22
CUST036021,CUST032226,27,2024-12-15
CUST036022,CUST038438,56,2024-09-15
CUST036023,CUST070936,55,2024-07-19
CUST036024,CUST013649,23,2024-12-10
CUST036025,CUST096424,35,2025-03-26
CUST036026,CUST042937,27,2024-07-08
CUST036027,CUST040264,83,2025-01-13
CUST036028,CUST048374,93,2024-11-09
CUST036029,CUST052815,42,2024-09-12
CUST036030,CUST065138,97,2024-12-18
CUST036031,CUST087341,36,2024-06-29
CUST036032,CUST096456,5,2024-10-11
CUST036033,CUST046973,85,2025-04-16
CUST036034,CUST028148,74,2025-03-12
CUST036035,CUST019296,72,2024-08-02
CUST036036,CUST006898,24,2025-03-16
CUST036037,CUST076813,11,2025-03-22
CUST036038,CUST038254,98,2024-09-22
CUST036039,CUST005839,1,2024-09-24
CUST036040,CUST082694,15,2024-10-18
CUST036041,CUST067681,8,2024-05-16
CUST036042,CUST079943,41,2025-03-13
CUST036043,CUST026415,43,2024-11-15
CUST036044,CUST038749,78,2025-03-21
CUST036045,CUST061158,30,2024-11-15
CUST036046,CUST029484,34,2025-04-02
CUST036047,CUST011514,44,2024-09-26
CUST036048,CUST055550,30,2024-05-28
CUST036049,CUST044803,39,2024-07-11
CUST036050,CUST026452,80,2024-06-29
CUST036051,CUST040910,37,2024-09-12
CUST036052,CUST048092,52,2025-02-15
CUST036053,CUST052390,30,2025-02-02
CUST036054,CUST040964,2,2025-01-20
CUST036055,CUST054735,65,2024-06-12
CUST036056,CUST088209,22,2024-05-27
CUST036057,CUST078168,8,2025-03-18
CUST036058,CUST065510,15,2024-07-16
CUST036059,CUST032292,34,2024-08-05
CUST036060,CUST021818,34,2025-04-10
CUST036061,CUST076969,76,2024-04-23
CUST036062,CUST084488,21,2024-08-12
CUST036063,CUST073667,85,2024-12-25
CUST036064,CUST088673,60,2025-03-17
CUST036065,CUST002560,23,2024-06-11
CUST036066,CUST014745,2,2024-07-22
CUST036067,CUST031156,45,2024-10-12
CUST036068,CUST021022,18,2025-04-16
CUST036069,CUST082533,86,2024-05-18
CUST036070,CUST056899,23,2024-06-06
CUST036071,CUST078724,66,2024-12-09
CUST036072,CUST051037,37,2025-03-28
CUST036073,CUST053177,72,2024-05-28
CUST036074,CUST058400,41,2025-01-14
CUST036075,CUST018007,39,2024-08-25
CUST036076,CUST081912,31,2024-12-30
CUST036077,CUST052435,6,2024-06-05
CUST036078,CUST095695,67,2024-10-05
CUST036079,CUST064592,56,2024-10-09
CUST036080,CUST003070,89,2025-03-05
CUST036081,CUST006487,40,2024-06-10
CUST036082,CUST083176,98,2024-10-21
CUST036083,CUST065390,7,2024-05-25
CUST036084,CUST035429,49,2024-05-14
CUST036085,CUST028801,34,2025-04-10
CUST036086,CUST091155,5,2025-04-13
CUST036087,CUST037221,7,2024-10-03
CUST036088,CUST056255,53,2024-08-07
CUST036089,CUST011870,54,2025-02-11
CUST036090,CUST004177,41,2024-09-14
CUST036091,CUST036455,62,2025-03-17
CUST036092,CUST092017,88,2025-01-19
CUST036093,CUST097037,41,2025-03-25
CUST036094,CUST070774,68,2025-04-20
CUST036095,CUST026454,8,2025-03-18
CUST036096,CUST056814,40,2024-05-18
CUST036097,CUST066327,65,2025-02-10
CUST036098,CUST047596,64,2025-02-08
CUST036099,CUST041185,59,2025-01-15
CUST036100,CUST052187,83,2024-06-23
CUST036101,CUST080291,55,2025-03-14
CUST036102,CUST078604,62,2025-02-25
CUST036103,CUST016610,85,2024-07-11
CUST036104,CUST093518,35,2024-07-26
